,title,lastrevid
1772,Vanessa Álava,1114956349.0
1773,Mónica Alemán,1101823559.0
1774,Andrés Arauz,1089361728.0
1775,Verónica Arias,1112616294.0
1776,Aurora Estrada y Ayala,1100691086.0
1777,Fernando Balda,1089729036.0
1778,José Agusto Briones,1102730328.0
1779,Carlos Arizaga Toral,1064128763.0
1780,Marjorie Chávez,1112844007.0
1781,María Sol Corral,1107106836.0
1782,Jaime Durán Barba,1100507604.0
1783,Guillermo Franco (Ecuadorian general),1068937034.0
1784,Jaime Galarza Zavala,1080321019.0
1785,Paúl Granda,1111707153.0
1786,Pablo Guerrero Martinez,1105653105.0
1787,Marcel Jacobo Laniado de Wind,1112113877.0
1788,Wilfrido Lucero,1089844227.0
1789,Luis A. Martínez,976245134.0
1790,Pedro Moncayo,1012131605.0
1791,Fabrizio Moreira,1115104227.0
1792,Gustavo Pareja Cisneros,1100507663.0
1793,Luis Parodi,1100954886.0
1794,Ismael Pérez Pazmiño,1059389501.0
1795,Ana María Raffo,1106374007.0
1796,Anita Rivas,1110727761.0
1797,Filoteo Samaniego,1030112553.0
1798,Andrea Scacco,1107575467.0
1799,Doris Soliz,1104752991.0
1800,Jhajaira Urresta,1106775671.0
1801,Marllely Vásconez,1059389245.0
1802,Alfredo Vera Vera,1018172533.0
1803,Nathalie Viteri,1098337219.0
1804,Mohsen Badawi,1091871137.0
1805,Abdelfattah al-Banna,949091502.0
1806,Joseph Cattaui,1093741477.0
1807,Khaled Dawoud,1017821131.0
1808,Ibrahim El-Gohary,1113646184.0
1809,Rafik Habib,1112390859.0
1810,Mohamed Ismail,1109380868.0
1811,Mahmoud Ahmad Ibiary,1102928507.0
1812,Mona Makram-Ebeid,1091152817.0
1813,Ahmad Mazlum,1097464922.0
1814,George Messiha,1065964569.0
1815,Mostafa Alnagar,1110347217.0
1816,Diaa Rashwan,1096659866.0
1817,Talaat Sadat,1113508683.0
1818,Miguel Álvarez Castro,1009883569.0
1819,Mario Antonio Andino,1095255953.0
1820,Antonio Gutiérrez y Ulloa,1105274896.0
1821,José Ramón Ávalos Navarrete,1088750353.0
1822,José Alejandro de Aycinena,1105274921.0
1823,Walter Béneke,1036422087.0
1824,Nayib Bukele,1115246110.0
1825,Fabio Castillo Figueroa,1057050739.0
1826,Ernesto Antonio Claramount Roseville,1034388138.0
1827,Ciro Cruz Zepeda,1071719706.0
1828,Héctor Dada Hirezi,1088750376.0
1829,Carmen Elena Figueroa,1106252521.0
1830,Hugo Lindo,1101534127.0
1831,Gustavo López Davidson,1104260658.0
1832,Sandra Yanira Martínez Tobar,1048377361.0
1833,Román Mayorga Quirós,1088749527.0
1834,José Antonio Morales Ehrlich,1101436222.0
1835,Mario Ponce,1050654642.0
1836,Aníbal Portillo,1114960545.0
1837,Sigfrido Reyes Morales,1097238430.0
1838,Eeileen Romero,1100828554.0
1839,Rubén Alonso Rosales,1115304883.0
1840,José Gregorio Salazar,1113680889.0
1841,Guillermo Ungo,1066079120.0
1842,José Francisco Valiente,1009883792.0
1843,José Arturo Vásquez Machado,1106096227.0
1844,Juan Vicente Villacorta Díaz,1100804127.0
1845,César Yanes Urías,1114064666.0
1846,Xavier Zablah Bukele,1098271042.0
1847,Teresa Efua Asangono,1094993024.0
1848,Edward Barleycorn,969610175.0
1849,Adolfo Obiang Biko,1105469931.0
1850,Rita Bosaho,1092491399.0
1851,Acacio Mañé Ela,1085315018.0
1852,Pelayo Eribo,1114272312.0
1853,Gabriel Mbaga Obiang Lima,1108829755.0
1854,Atanasio Ndongo Miyone,1094094634.0
1855,Gaudencio Mohaba Mesu,1080067659.0
1856,Cruz Melchor Eya Nchama,1106746387.0
1857,Armengol Ondo Nguema,1040383681.0
1858,Eulogio Oyó,1085896072.0
1859,Ahmed Mohammed Nasser,1110425153.0
1860,Ambaye Wolde Mariam,1065904185.0
1861,Girma Asmerom,1093428364.0
1862,Tedla Bairu,1068397028.0
1863,Berhane Habtemariam,1077790341.0
1864,Ibrahim Harun,983020940.0
1865,Abraha Kassa,1074904726.0
1866,Abdulkadir Kebire,1106388672.0
1867,Abraham Kidane,1007942515.0
1868,Mohammed Saeed Nawed,723260380.0
1869,Ibrahim Omer,1106896920.0
1870,Romodan Mohammed Nur,1104147526.0
1871,Lehte Hainsalu,1063515288.0
1872,Carl Robert Jakobson,1109789577.0
1873,August Janson,1053019919.0
1874,Elmar Järvesoo,1038769527.0
1875,Sergei Jürgens,1028657999.0
1876,Karl Kark,1098677715.0
1877,Aleksander Kask,1048418741.0
1878,Harald Laksberg,1092962963.0
1879,Jüri Liim,1093563524.0
1880,Jaan Lippmaa,1108623962.0
1881,Aino-Eevi Lukas,1112291314.0
1882,Tiit Matsulevitš,1083062314.0
1883,Friedrich Niggol,1098878036.0
1884,Arvo Niitenberg,1091114797.0
1885,Eha Pärn,1058679187.0
1886,Verner Hans Puurand,1082103275.0
1887,Theodor Rõuk,1114964021.0
1888,Arved Ruusa,1098879983.0
1889,Toomas Sildmäe,1062612379.0
1890,Heino Sisask,1084444093.0
1891,Eduard von Stackelberg,1072240932.0
1892,Aleksander Stern,1098161404.0
1893,Ants Tamme,1046759279.0
1894,Kirill Teiter,1092152864.0
1895,Georg Trašanov,1093236480.0
1896,Artur Vallner,1063815429.0
1897,Ants Veetõusme,1108465393.0
1898,Atnafu Abate,1091330135.0
1899,Mohamed Abdulghani,1015964664.0
1900,Almayahu Haile,1063011807.0
1901,Juneidi Basha,1107047712.0
1902,Tadesse Birru,1108621571.0
1903,Darge Sahle Selassie,1099573513.0
1904,Asrat Desta,1056728307.0
1905,Ergoge Tesfaye,1059539493.0
1906,Fitsum Assefa,1085929590.0
1907,Alimirah Hanfare,1115409449.0
1908,Mawlid Hayir,1079991048.0
1909,Adem Ibrahim,1015964623.0
1910,Kitaw Ejigu,1115575412.0
1911,Wondimu Kurta,1108035809.0
1912,Lencho Letta,1107968444.0
1913,Mogus Wolde Mikael,1112916781.0
1914,Jawar Mohammed,1094608483.0
1915,Mulu Solomon,1106496565.0
1916,Sophia Yilma,1026135640.0
1917,Su'ad Ahmed Farah,857925192.0
1918,Tekle Wolde Hawaryat,1095575093.0
1919,Teklewold Atnafu,1101239492.0
1920,Tsegaye Mamo,1109728586.0
1921,Andargachew Tsege,1075086484.0
1922,Erhart Aten,1104278667.0
1923,Gideon Doone,1104278830.0
1924,John Ehsa,1112791021.0
1925,Jack Fritz,1077106459.0
1926,Tony Ganngiyan,1109390620.0
1927,Gerson Jackson,1112222920.0
1928,Lyndon Jackson,1072343229.0
1929,John Mangefel,1104284808.0
1930,Masao Nakayama,1054456354.0
1931,Wesley Simina,1105544125.0
1932,Ansito Walter,993631245.0
1933,Robert Weilbacher,1102379216.0
1934,Strik Yoma,1086142871.0
1935,Nelson Delailomaloma,1066885088.0
1936,Manilal Doctor,1026524002.0
1937,Ema Druavesi,1081755736.0
1938,James Fong,1096907368.0
1939,William Goodsir,1027605353.0
1940,Hafizud Deen Khan,1114460174.0
1941,Apenisa Kurisaqila,1021053596.0
1942,Injimo Managreve,705254033.0
1943,Metuisela Mua,1079124027.0
1944,Pio Tabaiwalu,1101202238.0
1945,Saula Telawa,1092280528.0
1946,Samuela Vunivalu,1005271427.0
1947,Josaia Waqabaca,904395471.0
1948,Tanya Waqanika,1050607695.0
1949,Markku Andersson,1043222611.0
1950,Erik Berg (politician),1112445645.0
1951,Arthur Brofeldt,1050506093.0
1952,Anders Chydenius,1115830540.0
1953,Selim Ekbom,997338039.0
1954,Erik Fleming (councilor),1066740982.0
1955,Klaus Fleming,1088318870.0
1956,Jakob Gadolin,1097260549.0
1957,Mikhail Fyodorovich Ganskau,1051760370.0
1958,Carl Axel Gottlund,1100912151.0
1959,Lars Gabriel von Haartman,1113826495.0
1960,Ilkka Hakalehto,1106130121.0
1961,Max Jakobson,1111495545.0
1962,Fritz Arthur Jusélius,1019712970.0
1963,Aleksander von Kothen,1050404318.0
1964,Paul Kraatz,1089806349.0
1965,Antti Kuosmanen,1093737619.0
1966,Carl Fabian Langenskiöld,1095875877.0
1967,Reino Ragnar Lehto,1086802978.0
1968,Keijo Liinamaa,1082695153.0
1969,Verner Lindberg,1113086506.0
1970,Olavi Mäenpää,1113275201.0
1971,Nils Mustelin,1101309871.0
1972,Kirsi Piha,1011166320.0
1973,Toivo Topias Pohjala,1113515295.0
1974,Karl August Ramsay,1051401383.0
1975,Elisabeth Rehn,1096605773.0
1976,Eino S. Repo,1050674268.0
1977,Matti Saarinen,1099827826.0
1978,Helvi Sipilä,1099355206.0
1979,Georg Magnus Sprengtporten,1113778414.0
1980,Jacob Magnus Sprengtporten,1113778594.0
1981,Aleksander Strandman,1050404209.0
1982,Christoffer Taxell,1096094038.0
1983,Heikki Heikinpoika Vaanila,1080391577.0
1984,Jaana Vasama,1095884412.0
1985,Miranda Vuolasranta,1106633718.0
1986,Nils Westermarck,1115832009.0
1987,Anders Wirenius,1049923720.0
1988,Konni Zilliacus (senior),951511687.0
1989,Jean Poldo d'Albenas,1067933042.0
1990,Édouard André (art collector),1108055042.0
1991,François-Gabriel d'Angeac,1063028734.0
1992,Auguste Louis Albéric d'Arenberg,1100525208.0
1993,Hubert Astier,1104817709.0
1994,Raymond-Max Aubert,1082744437.0
1995,Pierre-François Audry de Puyraveau,1041685091.0
1996,Antoine Avinin,1114330738.0
1997,Henri Barbet,1058537909.0
1998,Monique Barbut,1033584307.0
1999,Umberto Battist,1100351289.0
2000,Jean-François Bazin,1103928744.0
2001,"Marc de Beauvau, Prince of Craon",1103625797.0
2002,Daniel Béguin,1092313908.0
2003,Soheib Bencheikh,1076962736.0
2004,Jean-Pierre Berçot,1014505332.0
2005,Michel Berson,1035977192.0
2006,Georges Berthoin,1081106442.0
2007,Bertrand de La Chesnais,1082303676.0
2008,Bertrand Nogaro,1082745594.0
2009,Franck Biancheri,1105481883.0
2010,Olivier Bianchi,1110744540.0
2011,Adolphe Billault,1104724730.0
2012,Jean Bonaventure Birotteau,1100907137.0
2013,Pierre Philibert de Blancheton,1008128433.0
2014,Antoine Blondel,1016683924.0
2015,Roland Bondonny,1095782494.0
2016,Gian Paolo Borghetti,1044208725.0
2017,Élisabeth Borne,1115491013.0
2018,Paul Boudet,1097825452.0
2019,Gérard Boulanger,1097825550.0
2020,Albert Bourderon,1067038452.0
2021,François Bourdon,1029331850.0
2022,Anne du Bourg,1094440098.0
2023,Raphaël Bouton,1105641399.0
2024,Marie Bové,962575919.0
2025,"Alexandre Jean-Baptiste de Boyer, Marquis d'Éguilles",1078677061.0
2026,Pierre Étienne Bourgeois de Boynes,782996380.0
2027,Adolphe Brezet,1104663398.0
2028,Franck Briffaut,1103217675.0
2029,Barnabé Brisson,1093929154.0
2030,"Victor-François, 8th duc de Broglie",1084041714.0
2031,Gilberte Brossolette,1070079491.0
2032,Pierre Broussel,1050634478.0
2033,Michel Bruguier,1082745423.0
2034,Dominique Bucchini,1061804332.0
2035,Bureau de La Rivière,1105433275.0
2036,Étienne-Laurent-Pierre Burnel,1082744694.0
2037,Jean Capelle (politician),1067067425.0
2038,Léon Carcassonne,1007233683.0
2039,Pierre Cary,1050495074.0
2040,Ignace Caseneuve,1019146161.0
2041,Charles Cassal,924509169.0
2042,Jacques la Caze,1109449561.0
2043,Max-Théodore Cerfberr,1039643142.0
2044,Robert Chapuis,1107371389.0
2045,Jean Charbonnel,969097582.0
2046,Jean Auguste de Chastenet de Puységur,1098455433.0
2047,Pierre-Jean-Baptiste Chaussard,982872895.0
2048,Henri Philippe de Chauvelin,1067874732.0
2049,Armand Chouffet,1085636232.0
2050,Pierre-Suzanne-Augustin Cochin,1026749529.0
2051,Colette Codaccioni,1014506054.0
2052,Édouard Colbert de Villacerf,1101166764.0
2053,Maurice Colrat,1035898437.0
2054,Honoré Commeurec,1082414528.0
2055,Corinne Bouchoux,1096232063.0
2056,Jean Cotereau,1010731404.0
2057,Paul Cotte,1050652500.0
2058,Georges Coulon,1097830070.0
2059,Michel Craplet,1087935075.0
2060,Jacques Antoine Creuzé-Latouche,1097830813.0
2061,Pierre Daru,1084279564.0
2062,Yves de Daruvar,1113513795.0
2063,Claude Alphonse Delangle,1097831850.0
2064,Victor Denain,1005635886.0
2065,Ernest Denis,1084137789.0
2066,Louis Grégoire Deschamps Destournelles,1011997337.0
2067,Martial Borye Desrenaudes,1067855906.0
2068,Éric Di Meco,1101972691.0
2069,Henry Dorgères,1056023413.0
2070,Nicolas du Bosc,1067934529.0
2071,Guillaume du Tillot,948072002.0
2072,Antoine du Verdier,1082744106.0
2073,Émile-Jules Dubois,1076271376.0
2074,Lucien-Rene Duchesne,851199022.0
2075,Théodore Ducos,1058537128.0
2076,Édouard Dunglas,1067926801.0
2077,Olivier Dutheillet de Lamothe,1094204364.0
2078,Jean-Baptiste Duvergier,1097834473.0
2079,"Claude Louis d'Espinchal, marquis de Massiac",1101896910.0
2080,Auguste Louis Antoine Fabre,957313460.0
2081,Jules-François-Paul Fauris de Saint-Vincens,1105667020.0
2082,Nasser Ramdane Ferradj,1100351389.0
2083,Lucien Finel,1110536778.0
2084,Jacques Fournier (government official),1098598167.0
2085,François II de Beauharnais,903067760.0
2086,Jean Frydman,1100352027.0
2087,Xavier de Fürst,1056703720.0
2088,Charles Ganilh,1067808226.0
2089,Agénor de Gasparin,1082162174.0
2090,Joseph Matthias Gérard de Rayneval,997745594.0
2091,Charles Le Bègue de Germiny,1082744148.0
2092,Roland Giberti,955452341.0
2093,Georges Ginoux,1096065024.0
2094,Brigitte Girardin,1082744185.0
2095,Olivier Giscard d'Estaing,1105690313.0
2096,François Louis Auguste Goiran,1082744476.0
2097,Marie-Thérèse Goutmann,1026474883.0
2098,Madeleine de Grandmaison,1056746059.0
2099,Ernest Granger,1076592057.0
2100,Jean-Henry-Louis Greffulhe,1112230604.0
2101,Louis Grillot,1106686659.0
2102,Alain Griset,1089002351.0
2103,Jules Gros (journalist),1093401635.0
2104,Odette Grzegrzulka,1104771590.0
2105,Guillaume IV de Melun,1067877319.0
2106,Joseph-Ignace Guillotin,1111272997.0
2107,Joseph Guinard,959651896.0
2108,Maurice d'Hartoy,995050241.0
2109,Guy Hascoët,1056747043.0
2110,"Charles Louis Bernard de Cléron, comte d'Haussonville",1067846753.0
2111,Paul Hay du Chastelet,997682962.0
2112,Louis-Étienne Héricart de Thury,1075236229.0
2113,Édouard Hervé,1084277287.0
2114,Philippe Hervieu,1092778353.0
2115,Prosper Hochet,1021076730.0
2116,"Charles Louis Huguet, marquis de Sémonville",1081082798.0
2117,Georges Humann,1082744637.0
2118,Philippe Hurault de Cheverny,1093422949.0
2119,Max Hymans,1044123593.0
2120,Laurent Jacobelli,1114706891.0
2121,Jean-Pierre Gorges,1106117826.0
2122,Armand Félix Marie Jobbé-Duval,1082744075.0
2123,Édouard Jonas,1042856307.0
2124,Jean Kaltenbach,1100351334.0
2125,Philippe Karsenty,1114892620.0
2126,Pierre-Charles Krieg,1102306848.0
2127,Étienne de La Grange,1067940807.0
2128,"François-René de La Tour du Pin Chambly, marquis de La Charce",1067646077.0
2129,Guillaume-Xavier Labbey de Pompières,1041683862.0
2130,Joachim Labrouche,1056915263.0
2131,Suzanne Lacore,1110950805.0
2132,Jean-Baptiste Lacoste,1056915372.0
2133,Chrétien François de Lamoignon de Basville,1042575253.0
2134,Antoine-Adrien Lamourette,1068403285.0
2135,Hyacinthe Gaëtan de Lannion,1083146472.0
2136,Louis Lareng,1108483794.0
2137,Hippolyte Laroche,1016084594.0
2138,Marc David Alba Lasource,1079932605.0
2139,Lucien Le Foyer,1097841196.0
2140,Jean Le Mercier,1067920653.0
2141,Patrick Leclercq,1094044508.0
2142,Adrien de Lezay-Marnésia,1067876372.0
2143,Gustave Lhopiteau,1047972863.0
2144,Eric Loiselet,1082744804.0
2145,David Lorion,1094475527.0
2146,Charles Luca,1056918597.0
2147,Jean-Baptiste Mailhe,1106110853.0
2148,Jacques-Antoine Manuel,1092028739.0
2149,Jacques Marquet de Montbreton de Norvins,1034252351.0
2150,Damien de Martel,1087438466.0
2151,Henri Martin (winemaker),1067813083.0
2152,Philippe Massoni,1097454062.0
2153,Jean Mattéoli,1095618313.0
2154,Charlemagne de Maupas,1058537657.0
2155,Jeanne Mélin,1067041266.0
2156,Émile-Justin Menier,1107107209.0
2157,Paul Mentré,1115036455.0
2158,Jean Ernest Mercier,1060089304.0
2159,Dominique Meyer,1096058170.0
2160,Daniel Mio,1101221150.0
2161,Bon-Adrien Jeannot de Moncey,1058640914.0
2162,Joseph François Augustin Monneron,883964038.0
2163,Gérard Montassier,1100353450.0
2164,Guillaume-Isidore Baron de Montbel,1011997346.0
2165,Jean Baptiste Antoine Auget de Montyon,1067722137.0
2166,Yvon Morandat,1107595141.0
2167,Bernard Morel (economist),1098804764.0
2168,Alex Moscovitch,1069907006.0
2169,Ilham Moussaïd,1099922454.0
2170,Lionel de Moustier,1082391687.0
2171,Simon Nora,1082168099.0
2172,Albert Ollivier,1084584916.0
2173,Érik Orsenna,1081472130.0
2174,Louis Pailhas,1112614011.0
2175,Philippe Paolantoni,1100822300.0
2176,Alexandre Parodi,1114330360.0
2177,Pierre Pasquini,1049369444.0
2178,Constantin Pecqueur,1107566909.0
2179,Hélène Pelosse,1040666223.0
2180,François-Xavier de Peretti,1050652439.0
2181,Joseph Périer,1111580311.0
2182,Victor Perret,1014506148.0
2183,Marc Perrin de Brichambaut,1095867371.0
2184,Marcel Petiot,1111961176.0
2185,Henri Peyroux de la Coudrenière,939917134.0
2186,"Louis Phélypeaux, comte de Saint-Florentin",1067590832.0
2187,"Louis Phélypeaux, marquis de La Vrillière",1067707780.0
2188,"Louis Phélypeaux, seigneur de La Vrillière",1067769050.0
2189,Hajasoa Vololona Picard,1070552905.0
2190,Louis Pierna,1106902703.0
2191,Pierre Ferri-Pisani,1105248262.0
2192,Ernest Pinard,1097917556.0
2193,Christophe Porquier,1070642143.0
2194,Antoine Portail,1034304794.0
2195,Michel Pouzol,1050936152.0
2196,Henri Pozzi,1044712445.0
2197,Rodolphe Prager,1083697354.0
2198,Francis de Pressensé,1109074521.0
2199,Angèle Préville,1090314219.0
2200,Gabriel Puaux,1014505899.0
2201,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1028266238.0
2202,Jean-Marie Rausch,1112230445.0
2203,Jean Reboul,1078446564.0
2204,Marie Roch Louis Reybaud,1033977038.0
2205,René Ribière,1041685164.0
2206,Antoine Richard du Cantal,1014225041.0
2207,Marthe Richard,1099050150.0
2208,Philippe Rio,1104409292.0
2209,Jean Gabriel Maurice Rocques,1084299616.0
2210,Joseph Romain-Desfossés,1104367647.0
2211,José Rossi,1057534232.0
2212,Sandrine Rousseau,1114415628.0
2213,Alexandre Rousselin de Saint-Albin,1084300380.0
2214,Ernest de Royer,1097929651.0
2215,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",1100727957.0
2216,Jean Sauvage,1026702472.0
2217,Jean-Baptiste Say,1115511726.0
2218,Lucile Schmid,1114853737.0
2219,Michel Souplet,1102390019.0
2220,Anton Carl Ludwig von Tabouillot,968436799.0
2221,Claude Taleb,1057709881.0
2222,François-Alexandre Tardiveau,1097931338.0
2223,Jean Tavernier,1102536154.0
2224,Pierre Edmond Teisserenc de Bort,1082741642.0
2225,François Auguste de Thou,1068356846.0
2226,Jacques-Alexis Thuriot de la Rosière,1079933261.0
2227,Lionel Tivoli,1111142368.0
2228,Jean-Michel Tobie,1057711903.0
2229,Charles de Varigny,1074726624.0
2230,Henri-Auguste-Georges du Vergier,1093617817.0
2231,Gaston Vidal,985470476.0
2232,Jean-Paul-Alban Villeneuve-Barcement,1101593671.0
2233,Adolphe Vuitry,1104724822.0
2234,Laurent Wetzel,1100263797.0
2235,Charles Emile Wickersheimer,1055444494.0
2236,Fred Zeller,1084196242.0
2237,Éric Zemmour,1112562821.0
2238,Jean-Marie Zoellé,1104091453.0
2239,Jean Zyromski,1086798723.0
2240,Mathurin Anghiley,1025291924.0
2241,Jean-Hilaire Aubame,1105996544.0
2242,Paul Gondjout,1105996818.0
2243,Erlyne Antonella Ndembet,1100454050.0
2244,Estelle Ondo,1107214410.0
2245,Ida Reteno Assonouet,1053608075.0
2246,Abou Karamba Kassamba,1109005014.0
2247,Ajaaratou Satang Jow,1096298330.0
2248,Amie Bojang-Sissoho,1088360793.0
2249,Abdoulie Bojang,1009847235.0
2250,Buba Samura,1109005820.0
2251,Fatou Sanyang Kinteh,1112551531.0
2252,Mai Fatty,1113100028.0
2253,Omar Gassama,1061724992.0
2254,Modou Bamba Gaye,1009847195.0
2255,Amadou Scattred Janneh,1059365217.0
2256,Fabakary Jatta,1086017014.0
2257,Joseph Henry Joof,1099209990.0
2258,Kunda Kamara,1113498194.0
2259,Lucretia St. Clair Joof,1063074971.0
2260,Muhammed Magassy,1009849522.0
2261,Basiru Mahoney,1099211698.0
2262,Alieu Badara Njie,1021130685.0
2263,Momodou Sabally,1091668111.0
2264,Lamin Saine,1018074300.0
2265,Pap Cheyassin Secka,1112373531.0
2266,Alieu Badara Saja Taal,1112551276.0
2267,Zaur Ardzinba,1089310400.0
2268,Gennadi Berulava,919556858.0
2269,Mikhail Bgazhba,1060118428.0
2270,Samson Chanba,963109084.0
2271,Efrem Eshba,1001303004.0
2272,Almas Japua,949821890.0
2273,Batal Kobakhia,944899943.0
2274,Valerian Kobakhia,1113808003.0
2275,Nestor Lakoba,1105224625.0
2276,Sumbat Saakian,1046266028.0
2277,Shota Shamatava,723736482.0
2278,Bagrat Shinkuba,1084452914.0
2279,Werner E. Ablaß,1100348263.0
2280,Karl Gustav Ackermann,1000117915.0
2281,Shqiprim Arifi,1082363143.0
2282,Rudi Arndt,1107533445.0
2283,Rudolf Bahro,1107876591.0
2284,Otto Ballerstedt,1113203053.0
2285,Joachim Otto von Bassewitz,1093387234.0
2286,Bruno Baum,1084699735.0
2287,Karl Theodor Bayrhoffer,1083425343.0
2288,Otto Beck,961688162.0
2289,Klaus Bernbacher,1043818216.0
2290,Gerhard Besier,1085857797.0
2291,Georg von Blumenthal,1069224768.0
2292,Johann Christian von Boyneburg,1068219706.0
2293,Kristin Brinker,1079038395.0
2294,Rudolf Brinkmann (economist),1102950546.0
2295,Wolfram Brück,1112976357.0
2296,Heinrich von Brühl,1108940872.0
2297,Ignatz Bubis,1097419085.0
2298,Stephan von Dassel,1105055233.0
2299,Karamba Diaby,1112293494.0
2300,John Ehret,1105466617.0
2301,Karl Eichfeld,1074867565.0
2302,Dieter Engels,1096417332.0
2303,Christian Wilhelm Karl Ewald,721838555.0
2304,Christian August von Eyben,1034821660.0
2305,Georg Fein,1083507112.0
2306,Heinrich Fleißner,1069865479.0
2307,Friedrich Johannes Frommann,1093387022.0
2308,Paul Fugger von Kirchberg und Weißenhorn,961559177.0
2309,Günter Gaus,1101404633.0
2310,Friedrich von Gentz,1115440680.0
2311,Tobias Goldschmidt,1102569953.0
2312,Carl Heinrich Wilhelm Hagen,1089339965.0
2313,Gert Haller,1068252041.0
2314,Karl Harrer,1028295986.0
2315,Roland Heintze,1068223262.0
2316,Hermann Heller (legal scholar),1095832234.0
2317,Jakob Heller,1068264022.0
2318,Ernst Henrici,990661354.0
2319,Georg Herber,1063336993.0
2320,Rudolf Hilf,1065378015.0
2321,Joseph Hillebrand,1085956099.0
2322,Ulrike Höfken,1085014516.0
2323,Herwart von Hohenburg,1044168190.0
2324,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1064760958.0
2325,Hermann Eduard von Holst,1085957484.0
2326,Friedrich von Holstein,1111872470.0
2327,Martin Horn (politician),1046681559.0
2328,Christoph Ernst von Houwald,1082762897.0
2329,Bernd Hüttemann,1103984958.0
2330,Emilie Kiep-Altenloh,1084967295.0
2331,Johann Ludwig Klüber,1001372874.0
2332,Caio Koch-Weser,1106322517.0
2333,Tobias Köck,992518323.0
2334,Francis Kruse,1079057379.0
2335,Gottlob Johann Christian Kunth,1093387209.0
2336,Dieter Kunzelmann,1109123229.0
2337,Kurt Blaum,1112069971.0
2338,Marianne Laqueur,1076451247.0
2339,Charles Lavy,1074874230.0
2340,Felix Lichnowsky,1077654837.0
2341,Moriz Lieber,1027471881.0
2342,Eduard von Liebert,1109188118.0
2343,Ludwig von Lützow (politician),804957332.0
2344,Carl Otto von Madai,1085599848.0
2345,Wolfgang Mischnick,1112295425.0
2346,Armin Mohler,1109261988.0
2347,Max Montgelas,1068164318.0
2348,Wolfgang Müller von Königswinter,1042527354.0
2349,Joseph Musiol,1016666026.0
2350,Theodor Olshausen,1113510313.0
2351,Dietrich Heinrich Ludwig von Ompteda,1087370444.0
2352,Max von Oppenheim,1094067330.0
2353,Christian Friedrich von Otto,1012546526.0
2354,Christian Theodor Overbeck,1098863553.0
2355,Hans Paasche,1069647177.0
2356,Walter von Saint Paul-Illaire,1084965273.0
2357,Friedrich-Carl Peus,1008949457.0
2358,H. Busso Peus,1005034968.0
2359,Wolfgang Pfahl,1099833178.0
2360,Franz Seraph von Pfistermeister,1107613099.0
2361,Adolf Pilar von Pilchau,1063814286.0
2362,Boris Pistorius,1068458723.0
2363,Gunter Pleuger,1104322145.0
2364,Eduard Puricelli,1096745331.0
2365,Johan Rantzau,1115015874.0
2366,Albrecht von Rechenberg,1113811454.0
2367,Moritz Rittinghausen,1067085488.0
2368,Wolfgang Roth (politician),1100825660.0
2369,Eduard von Schele zu Schelenburg,785399343.0
2370,Marco Scherbaum,1035698461.0
2371,Paul Schiemann,1088399730.0
2372,Ernst Wilhelm von Schlabrendorf,1001280832.0
2373,Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950.0
2374,Andreas von Schoeler,1100044716.0
2375,"Joachim, Count of Schönburg-Glauchau",1107354164.0
2376,Peter Schott,1083058544.0
2377,Günther Schwarz (politician),1096148976.0
2378,"Adam, Count of Schwarzenberg",1081128413.0
2379,Mignon Schwenke,1078055144.0
2380,Veit Ludwig von Seckendorff,1060960076.0
2381,Joachim Siegerist,1114262519.0
2382,Paul Spiegel,1081789630.0
2383,Baldur Springmann,1109697793.0
2384,Ashok-Alexander Sridharan,1093387162.0
2385,Gerhard Stahl,1106125356.0
2386,Karl von Starck,1093387150.0
2387,Gustav Adolf Steengracht von Moyland,1101443177.0
2388,Henry Ernest of Stolberg-Wernigerode,952858312.0
2389,Günter-Helge Strickstrack,1101202253.0
2390,Anna Strohsahl,1072989611.0
2391,Bertram von Sturm,1105328568.0
2392,Heinrich Sudermann,1093940916.0
2393,Anton Tausche,1019260550.0
2394,Wolfgang Templin,1050277861.0
2395,Stanislaw Trabalski,1113737373.0
2396,Heinrich Voelter,1093387113.0
2397,Hans-Karl von Unger,1070061609.0
2398,Hellmuth Weiss,1092937402.0
2399,Hugo Wesendonck,1016582283.0
2400,Klaus Wiener,1096229854.0
2401,Willi Brundert,1112014445.0
2402,Ludwig Georg Winter,1062661561.0
2403,Hermann Wittich,1011310804.0
2404,Petra Zais,1056946262.0
2405,Hans Ziegler (politician),1071469913.0
2406,Nicolas Zippelius,1093385763.0
2407,Yaw Owusu Addo,1065923425.0
2408,Joseph Adjei Buadi,1061628478.0
2409,Daniel Alolga Akata Pore,1073036835.0
2410,Chris Bukari Atim,959224438.0
2411,Ato Austin,1093114915.0
2412,Kofi Batsa,1087765660.0
2413,Larry Bimi,1098579767.0
2414,George Boakye,1073797199.0
2415,Nana Agyenim Boateng,1093130645.0
2416,Alhaji Umar B. Bodinga,1093130635.0
2417,Cornelius Dartey Tay,1114123502.0
2418,Vincent Kwabena Damuah,1028775193.0
2419,Daniel Buadi,1109993134.0
2420,Dickson Adomako Kissi,1105487488.0
2421,G. A. K. Dzansi,1070814156.0
2422,Ekow Daniels,1113264331.0
2423,Emmanuel Kwamina Crentsil,1109989757.0
